annotation_id,participant_id,video_id,start_timestamp,stop_timestamp,start_sample,stop_sample,description
P15_12_NC_3,P15,P15_12,00:00:14.487,00:00:15.133,347688,363192,clang / clatter
P15_12_NC_4,P15,P15_12,00:00:15.904,00:00:16.133,381696,387192,clang / clatter
P15_12_NC_5,P15,P15_12,00:00:16.758,00:00:17.091,402192,410184,clang / clatter
P15_12_NC_6,P15,P15_12,00:00:20.172,00:00:20.424,484128,490176,clang / clatter
P15_12_NC_7,P15,P15_12,00:00:23.091,00:00:23.654,554184,567696,clang / clatter
P15_12_NC_8,P15,P15_12,00:00:24.674,00:00:24.924,592176,598176,clang / clatter
P15_12_NC_9,P15,P15_12,00:00:26.154,00:00:26.508,627696,636192,clang / clatter
P15_12_NC_10,P15,P15_12,00:00:33.674,00:00:34.029,808176,816696,clang / clatter
P15_12_NC_11,P15,P15_12,00:00:36.695,00:00:36.945,880680,886680,clang / clatter
P15_12_NC_12,P15,P15_12,00:00:37.820,00:00:38.091,907680,914184,clang / clatter
P15_12_NC_13,P15,P15_12,00:00:55.279,00:00:55.508,1326696,1332192,clang / clatter
P15_12_NC_14,P15,P15_12,00:00:00.000,00:01:01.540,0,1476960,background oven sound
P15_13_NC_0,P15,P15_13,00:00:01.480,00:00:02.747,35520,65928,clang / clatter
P15_13_NC_1,P15,P15_13,00:00:08.067,00:00:08.317,193608,199608,clang / clatter
P15_13_NC_2,P15,P15_13,00:00:08.977,00:00:09.207,215448,220968,clang / clatter
P15_13_NC_3,P15,P15_13,00:00:09.292,00:00:09.842,223008,236208,beep sound
P15_13_NC_4,P15,P15_13,00:00:10.670,00:00:11.180,256080,268320,clang / clatter
P15_13_NC_5,P15,P15_13,00:00:13.935,00:00:14.222,334440,341328,clang / clatter
P15_13_NC_6,P15,P15_13,00:00:19.492,00:00:20.930,467808,502320,clang / clatter
P15_13_NC_7,P15,P15_13,00:00:26.130,00:00:26.930,627120,646320,clang / clatter
P15_13_NC_8,P15,P15_13,00:00:33.967,00:00:36.850,815208,884400,clang / clatter
P15_13_NC_9,P15,P15_13,00:01:00.445,00:01:01.067,1450680,1465608,clang / clatter
P15_13_NC_10,P15,P15_13,00:01:01.630,00:01:02.790,1479120,1506960,clang / clatter
P15_13_NC_11,P15,P15_13,00:01:41.630,00:01:42.767,2439120,2466408,clang / clatter
P15_13_NC_12,P15,P15_13,00:02:01.989,00:02:02.253,2927736,2934072,clang / clatter
P15_13_NC_13,P15,P15_13,00:02:05.228,00:02:05.753,3005472,3018072,clang / clatter
P15_13_NC_14,P15,P15_13,00:02:07.546,00:02:08.319,3061104,3079655,clang / clatter
P15_13_NC_15,P15,P15_13,00:02:17.944,00:02:18.444,3310655,3322655,clang / clatter
P15_13_NC_16,P15,P15_13,00:02:19.807,00:02:20.444,3355367,3370655,clang / clatter
P15_13_NC_17,P15,P15_13,00:02:36.762,00:02:37.978,3762288,3791472,clang / clatter
P15_13_NC_18,P15,P15_13,00:02:52.824,00:02:53.672,4147776,4168128,clang / clatter
P15_13_NC_19,P15,P15_13,00:03:06.535,00:03:06.921,4476840,4486104,clang / clatter
P15_13_NC_20,P15,P15_13,00:03:09.648,00:03:09.921,4551552,4558104,clang / clatter
P15_13_NC_21,P15,P15_13,00:03:29.830,00:03:30.182,5035920,5044368,clang / clatter
P15_13_NC_22,P15,P15_13,00:03:39.126,00:03:39.347,5259024,5264328,clang / clatter
P15_13_NC_23,P15,P15_13,00:04:01.343,00:06:25.283,5792232,9246792,background-oven sound
P15_13_NC_24,P15,P15_13,00:04:10.922,00:04:11.582,6022128,6037968,clang / clatter
P15_13_NC_25,P15,P15_13,00:04:43.203,00:04:43.497,6796871,6803928,clang / clatter
P15_13_NC_26,P15,P15_13,00:05:03.247,00:05:04.087,7277928,7298088,clang / clatter
P15_13_NC_27,P15,P15_13,00:05:19.512,00:05:19.938,7668288,7678512,clang / clatter
P15_13_NC_28,P15,P15_13,00:05:40.997,00:05:41.760,8183928,8202240,clang / clatter
P15_13_NC_29,P15,P15_13,00:05:48.697,00:05:49.065,8368728,8377560,clang / clatter
P15_13_NC_30,P15,P15_13,00:06:02.571,00:06:02.863,8701704,8708712,clang / clatter
P15_13_NC_31,P15,P15_13,00:06:25.900,00:06:27.326,9261600,9295824,clang / clatter
P15_13_NC_32,P15,P15_13,00:06:57.944,00:06:58.273,10030656,10038552,clang / clatter
P15_13_NC_33,P15,P15_13,00:07:04.786,00:07:05.786,10194864,10218864,clang / clatter
P15_13_NC_34,P15,P15_13,00:07:09.142,00:07:09.471,10299408,10307304,clang / clatter
P15_13_NC_35,P15,P15_13,00:07:16.576,00:07:17.436,10477824,10498464,clang / clatter
P15_13_NC_36,P15,P15_13,00:07:27.615,00:07:27.879,10742760,10749096,clang / clatter
P15_13_NC_37,P15,P15_13,00:07:31.681,00:07:32.566,10840344,10861584,clang / clatter
P15_13_NC_38,P15,P15_13,00:07:33.326,00:07:33.813,10879824,10891512,clang / clatter
P15_13_NC_39,P15,P15_13,00:07:41.168,00:07:42.168,11068032,11092032,clang / clatter
P15_13_NC_40,P15,P15_13,00:07:53.734,00:07:54.813,11369616,11395512,clang / clatter
P15_13_NC_41,P15,P15_13,00:08:25.918,00:08:26.208,12142032,12148992,clang / clatter
P15_13_NC_42,P15,P15_13,00:08:32.812,00:08:33.074,12307488,12313775,clang / clatter
P15_13_NC_43,P15,P15_13,00:08:34.051,00:08:34.358,12337224,12344591,clang / clatter
P15_13_NC_44,P15,P15_13,00:08:39.551,00:08:40.244,12469224,12485856,clang / clatter
P15_13_NC_45,P15,P15_13,00:08:41.915,00:08:42.790,12525960,12546960,clang / clatter
P15_13_NC_46,P15,P15_13,00:08:52.113,00:08:52.432,12770712,12778368,clang / clatter
P15_13_NC_47,P15,P15_13,00:09:27.028,00:09:28.006,13608672,13632144,clang / clatter
P15_13_NC_48,P15,P15_13,00:09:30.596,00:09:30.915,13694304,13701960,clang / clatter
P15_13_NC_49,P15,P15_13,00:09:40.608,00:09:40.949,13934591,13942775,clang / clatter
P15_13_NC_50,P15,P15_13,00:09:47.915,00:09:50.349,14109960,14168376,music sound
P15_13_NC_51,P15,P15_13,00:09:53.619,00:09:53.915,14246856,14253960,clang / clatter
P15_13_NC_52,P15,P15_13,00:10:06.267,00:10:06.483,14550408,14555591,clang / clatter
P15_13_NC_53,P15,P15_13,00:10:23.881,00:10:24.131,14973144,14979144,clang / clatter
P15_13_NC_54,P15,P15_13,00:10:54.028,00:10:54.233,15696672,15701591,clang / clatter
P15_13_NC_55,P15,P15_13,00:11:41.986,00:11:44.111,16847664,16898664,clang / clatter
P15_13_NC_56,P15,P15_13,00:12:30.695,00:12:31.424,18016680,18034176,clang / clatter
P15_13_NC_57,P15,P15_13,00:12:32.570,00:12:33.070,18061680,18073680,clang / clatter
P15_13_NC_58,P15,P15_13,00:12:33.528,00:12:33.868,18084672,18092832,clang / clatter
P15_13_NC_59,P15,P15_13,00:12:43.778,00:12:45.153,18330672,18363672,clang / clatter
P15_13_NC_60,P15,P15_13,00:12:50.316,00:12:52.403,18487584,18537672,beep sound
P15_13_NC_61,P15,P15_13,00:12:54.257,00:12:54.903,18582168,18597672,clang / clatter
P15_13_NC_62,P15,P15_13,00:13:04.966,00:13:05.366,18839184,18848784,put object on surface
P15_13_NC_63,P15,P15_13,00:14:13.836,00:14:15.817,20492064,20539608,clang / clatter
P15_13_NC_64,P15,P15_13,00:14:20.197,00:14:20.740,20644728,20657760,clang / clatter
P15_13_NC_65,P15,P15_13,00:14:29.521,00:14:30.080,20868504,20881920,clang / clatter
P15_13_NC_66,P15,P15_13,00:14:42.843,00:14:43.283,21188232,21198792,clang / clatter
P15_13_NC_67,P15,P15_13,00:14:46.881,00:14:47.232,21285144,21293568,put object on surface
P15_13_NC_68,P15,P15_13,00:14:52.986,00:14:53.321,21431664,21439704,clang / clatter
P15_13_NC_69,P15,P15_13,00:15:04.111,00:15:04.557,21698664,21709368,clang / clatter
P15_13_NC_70,P15,P15_13,00:15:05.736,00:15:06.056,21737664,21745344,clang / clatter
P15_13_NC_71,P15,P15_13,00:15:40.164,00:15:40.642,22563936,22575408,clang / clatter
P15_13_NC_72,P15,P15_13,00:15:57.557,00:15:59.016,22981368,23016384,clang / clatter
P15_13_NC_73,P15,P15_13,00:11:04.880,00:16:03.190,15957120,23116560,background oven sound
P16_01_NC_0,P16,P16_01,00:00:01.994,00:00:02.225,47856,53400,clang / clatter
P16_01_NC_1,P16,P16_01,00:00:02.552,00:00:03.148,61248,75552,clang / clatter
P16_01_NC_2,P16,P16_01,00:00:15.042,00:00:15.282,361008,366768,clang / clatter
P16_01_NC_3,P16,P16_01,00:00:20.340,00:00:20.696,488160,496704,clang / clatter
P16_01_NC_4,P16,P16_01,00:00:23.273,00:00:23.523,558552,564552,put object on surface
P16_01_NC_5,P16,P16_01,00:00:29.359,00:00:30.100,704616,722400,put object on surface
P16_01_NC_6,P16,P16_01,00:00:30.850,00:00:31.398,740400,753552,put object on surface
P16_01_NC_7,P16,P16_01,00:00:33.032,00:00:33.629,792767,807096,clang / clatter
P16_01_NC_8,P16,P16_01,00:00:52.619,00:00:53.350,1262856,1280400,clang / clatter
P16_01_NC_9,P16,P16_01,00:00:54.379,00:00:54.725,1305096,1313400,clang / clatter
P16_01_NC_10,P16,P16_01,00:00:58.859,00:00:59.090,1412616,1418160,clang / clatter
P16_01_NC_11,P16,P16_01,00:00:59.757,00:01:00.481,1434168,1451544,clang / clatter
P16_01_NC_12,P16,P16_01,00:01:02.329,00:01:02.744,1495896,1505856,clang / clatter
P16_01_NC_13,P16,P16_01,00:01:05.994,00:01:07.627,1583856,1623048,clang / clatter
P16_01_NC_14,P16,P16_01,00:01:17.368,00:01:17.773,1856831,1866552,put object on surface
P16_01_NC_15,P16,P16_01,00:01:47.398,00:01:47.898,2577552,2589552,clang / clatter
P16_01_NC_16,P16,P16_01,00:02:06.465,00:02:06.734,3035160,3041616,clang / clatter
P16_01_NC_17,P16,P16_01,00:02:08.850,00:02:09.081,3092400,3097943,clang / clatter
P16_01_NC_18,P16,P16_01,00:02:47.052,00:02:47.263,4009248,4014312,clang / clatter
P16_01_NC_19,P16,P16_01,00:03:10.350,00:03:10.581,4568400,4573944,clang / clatter
P16_01_NC_20,P16,P16_01,00:03:27.609,00:03:27.859,4982616,4988616,clang / clatter
P16_01_NC_21,P16,P16_01,00:03:31.725,00:03:31.956,5081400,5086944,clang / clatter
P16_01_NC_22,P16,P16_01,00:03:49.696,00:03:49.975,5512704,5519400,put object on surface
P16_01_NC_23,P16,P16_01,00:03:57.590,00:03:57.859,5702160,5708616,clang / clatter
P16_01_NC_24,P16,P16_01,00:03:58.936,00:03:59.206,5734464,5740944,clang / clatter
P16_01_NC_25,P16,P16_01,00:04:05.840,00:04:06.109,5900160,5906616,clang / clatter
P16_01_NC_26,P16,P16_01,00:04:26.407,00:04:26.648,6393768,6399552,put object on surface
P16_01_NC_27,P16,P16_01,00:04:41.071,00:04:41.398,6745704,6753552,clang / clatter
P16_01_NC_28,P16,P16_01,00:04:59.984,00:05:00.234,7199615,7205615,put object on surface
P16_01_NC_29,P16,P16_01,00:05:16.879,00:05:17.282,7605096,7614768,clang / clatter
P16_01_NC_30,P16,P16_01,00:06:15.359,00:06:15.686,9008616,9016464,clang / clatter
P16_01_NC_31,P16,P16_01,00:06:18.782,00:06:19.138,9090768,9099312,clang / clatter
P16_01_NC_32,P16,P16_01,00:06:20.782,00:06:21.032,9138768,9144768,put object on surface
P16_01_NC_33,P16,P16_01,00:06:24.744,00:06:25.013,9233856,9240312,clang / clatter
P16_01_NC_34,P16,P16_01,00:06:28.513,00:06:29.004,9324312,9336096,clang / clatter
P16_01_NC_35,P16,P16_01,00:06:29.840,00:06:30.273,9356160,9366552,clang / clatter
P16_01_NC_36,P16,P16_01,00:06:44.015,00:06:44.274,9696360,9702576,clang / clatter
P16_01_NC_37,P16,P16_01,00:06:50.927,00:06:51.153,9862248,9867672,clang / clatter
P16_01_NC_38,P16,P16_01,00:06:53.451,00:06:53.683,9922824,9928392,clang / clatter
P16_01_NC_39,P16,P16_01,00:07:42.416,00:07:42.691,11097984,11104584,clang / clatter
P16_01_NC_40,P16,P16_01,00:08:13.422,00:08:13.711,11842128,11849064,clang / clatter
P16_01_NC_41,P16,P16_01,00:08:22.679,00:08:22.961,12064296,12071064,clang / clatter
P16_01_NC_42,P16,P16_01,00:08:24.445,00:08:24.680,12106680,12112320,clang / clatter
P16_01_NC_43,P16,P16_01,00:08:27.047,00:08:27.304,12169128,12175296,clang / clatter
P16_01_NC_44,P16,P16_01,00:08:32.570,00:08:33.420,12301680,12322079,clang / clatter
P16_01_NC_45,P16,P16_01,00:08:34.420,00:08:34.691,12346079,12352584,clang / clatter
P16_01_NC_46,P16,P16_01,00:08:35.680,00:08:39.451,12376319,12466824,clang / clatter
P16_01_NC_47,P16,P16_01,00:08:39.876,00:08:40.192,12477024,12484608,clang / clatter
P16_01_NC_48,P16,P16_01,00:08:45.288,00:08:45.570,12606912,12613680,clang / clatter
P16_01_NC_49,P16,P16_01,00:09:05.601,00:09:06.071,13094424,13105704,clang / clatter
P16_01_NC_50,P16,P16_01,00:09:23.829,00:09:24.144,13531895,13539456,clang / clatter
P16_01_NC_51,P16,P16_01,00:09:26.406,00:09:26.664,13593743,13599936,clang / clatter
P16_01_NC_52,P16,P16_01,00:09:57.234,00:09:57.523,14333616,14340552,clang / clatter
P16_01_NC_53,P16,P16_01,00:10:05.287,00:10:05.562,14526888,14533488,clang / clatter
P16_01_NC_54,P16,P16_01,00:10:20.554,00:10:20.821,14893296,14899704,clang / clatter
P16_01_NC_55,P16,P16_01,00:10:23.664,00:10:23.931,14967936,14974344,clang / clatter
P16_01_NC_56,P16,P16_01,00:10:31.021,00:10:31.294,15144503,15151056,clang / clatter
P16_01_NC_57,P16,P16_01,00:10:44.121,00:10:44.541,15458904,15468984,clang / clatter
P16_01_NC_58,P16,P16_01,00:10:46.195,00:10:46.539,15508680,15516936,clang / clatter
P16_01_NC_59,P16,P16_01,00:10:55.656,00:10:55.945,15735743,15742680,clang / clatter
P16_01_NC_60,P16,P16_01,00:10:57.726,00:10:58.000,15785424,15792000,clang / clatter
P16_01_NC_61,P16,P16_01,00:11:02.311,00:11:02.601,15895464,15902424,clang / clatter
P16_01_NC_62,P16,P16_01,00:11:08.735,00:11:09.023,16049640,16056552,clang / clatter
P16_01_NC_63,P16,P16_01,00:11:18.161,00:11:18.492,16275863,16283808,clang / clatter
P16_01_NC_64,P16,P16_01,00:11:42.570,00:11:43.508,16861680,16884192,clang / clatter
P16_01_NC_65,P16,P16_01,00:11:46.991,00:11:47.251,16967784,16974024,clang / clatter
P16_01_NC_66,P16,P16_01,00:11:51.041,00:11:51.371,17064984,17072904,clang / clatter
P16_01_NC_67,P16,P16_01,00:12:16.422,00:12:16.933,17674128,17686392,clang / clatter
P16_01_NC_68,P16,P16_01,00:12:35.048,00:12:35.287,18121152,18126888,clang / clatter
P16_01_NC_69,P16,P16_01,00:12:38.035,00:12:38.266,18192840,18198384,clang / clatter
P16_01_NC_70,P16,P16_01,00:12:46.910,00:12:47.170,18405840,18412080,clang / clatter
P16_01_NC_71,P16,P16_01,00:12:58.333,00:12:58.583,18679992,18685992,clang / clatter
P16_01_NC_72,P16,P16_01,00:13:16.550,00:13:17.285,19117200,19134840,clang / clatter
P16_01_NC_73,P16,P16_01,00:13:31.593,00:13:31.827,19478232,19483848,clang / clatter
P16_01_NC_74,P16,P16_01,00:13:43.748,00:13:44.035,19769952,19776840,clang / clatter
P16_01_NC_75,P16,P16_01,00:13:48.090,00:13:48.353,19874160,19880472,clang / clatter
P16_01_NC_76,P16,P16_01,00:13:51.295,00:13:51.971,19951080,19967304,clang / clatter
P16_01_NC_77,P16,P16_01,00:14:35.794,00:14:36.077,21019056,21025848,clang / clatter
P16_01_NC_78,P16,P16_01,00:14:41.141,00:14:41.439,21147384,21154536,clang / clatter
P16_01_NC_79,P16,P16_01,00:14:46.721,00:14:46.945,21281304,21286680,clang / clatter
P16_01_NC_80,P16,P16_01,00:14:51.920,00:14:52.814,21406080,21427536,clang / clatter
P16_01_NC_81,P16,P16_01,00:14:56.651,00:14:56.949,21519624,21526776,clang / clatter
P16_01_NC_82,P16,P16_01,00:15:29.545,00:15:29.949,22309080,22318776,clang / clatter
P16_01_NC_83,P16,P16_01,00:15:31.945,00:15:32.221,22366680,22373304,clang / clatter
P16_01_NC_84,P16,P16_01,00:15:40.735,00:15:40.987,22577640,22583688,clang / clatter
P16_01_NC_85,P16,P16_01,00:15:48.162,00:15:48.610,22755888,22766640,
P16_01_NC_86,P16,P16_01,00:15:53.130,00:15:53.420,22875120,22882080,clang / clatter
P16_01_NC_87,P16,P16_01,00:15:54.761,00:15:55.182,22914264,22924368,clang / clatter
P16_01_NC_88,P16,P16_01,00:16:31.781,00:16:31.987,23802744,23807688,clang / clatter
P16_01_NC_89,P16,P16_01,00:16:39.932,00:16:40.175,23998368,24004200,clang / clatter
P16_01_NC_90,P16,P16_01,00:16:41.958,00:16:42.504,24046992,24060096,clang / clatter
P16_01_NC_91,P16,P16_01,00:16:44.827,00:16:45.050,24115848,24121200,clang / clatter
P16_01_NC_92,P16,P16_01,00:16:51.813,00:16:52.037,24283512,24288888,clang / clatter
P16_01_NC_93,P16,P16_01,00:16:54.827,00:16:55.044,24355848,24361056,clang / clatter
P16_01_NC_94,P16,P16_01,00:16:56.985,00:16:57.195,24407640,24412680,clang / clatter
P16_01_NC_95,P16,P16_01,00:16:59.109,00:16:59.557,24458616,24469368,clang / clatter
P16_01_NC_96,P16,P16_01,00:17:08.497,00:17:08.891,24683928,24693384,clang / clatter
P16_01_NC_97,P16,P16_01,00:17:28.748,00:17:29.162,25169952,25179888,clang / clatter
P16_01_NC_98,P16,P16_01,00:17:57.642,00:17:57.873,25863408,25868952,clang / clatter
P16_01_NC_99,P16,P16_01,00:18:12.349,00:18:12.563,26216376,26221512,clang / clatter
P16_01_NC_100,P16,P16_01,00:18:20.886,00:18:21.123,26421264,26426952,clang / clatter
P16_01_NC_101,P16,P16_01,00:18:28.142,00:18:28.406,26595408,26601744,clang / clatter
P16_01_NC_102,P16,P16_01,00:18:29.535,00:18:29.846,26628840,26636304,clang / clatter
P16_01_NC_103,P16,P16_01,00:18:56.920,00:18:57.276,27286080,27294624,clang / clatter
P16_01_NC_104,P16,P16_01,00:19:26.901,00:19:27.429,28005624,28018296,clang / clatter
P16_01_NC_105,P16,P16_01,00:19:27.881,00:19:28.881,28029144,28053144,clang / clatter
P16_01_NC_106,P16,P16_01,00:19:33.881,00:19:34.131,28173144,28179144,clang / clatter
P16_01_NC_107,P16,P16_01,00:19:35.127,00:19:35.357,28203048,28208568,clang / clatter
P16_01_NC_108,P16,P16_01,00:19:56.735,00:19:57.235,28721639,28733639,clang / clatter
P16_01_NC_109,P16,P16_01,00:20:05.649,00:20:05.879,28935575,28941095,clang / clatter
P16_01_NC_110,P16,P16_01,00:20:06.511,00:20:06.741,28956264,28961784,clang / clatter
P16_01_NC_111,P16,P16_01,00:20:07.425,00:20:07.675,28978200,28984200,clang / clatter
P16_01_NC_112,P16,P16_01,00:20:26.425,00:20:26.656,29434200,29439744,clang / clatter
P16_01_NC_113,P16,P16_01,00:20:28.064,00:20:28.445,29473536,29482680,clang / clatter
P16_01_NC_114,P16,P16_01,00:20:30.681,00:20:31.149,29536344,29547575,clang / clatter
P16_01_NC_115,P16,P16_01,00:20:31.794,00:20:32.376,29563056,29577024,clang / clatter
P16_01_NC_116,P16,P16_01,00:20:33.031,00:20:33.274,29592744,29598575,clang / clatter
P16_01_NC_117,P16,P16_01,00:20:34.063,00:20:34.596,29617512,29630304,clang / clatter
P16_01_NC_118,P16,P16_01,00:00:00.321,00:20:43.134,7704,29835216,baground mission sound
P16_01_NC_119,P16,P16_01,00:09:41.301,00:09:42.054,13951224,13969296,clang / clatter
P16_01_NC_120,P16,P16_01,00:12:47.987,00:12:48.949,18431688,18454776,clang / clatter
P16_02_NC_0,P16,P16_02,00:00:00.000,00:00:55.840,0,1340160,background machine running sound
P16_02_NC_1,P16,P16_02,00:00:05.898,00:00:06.318,141552,151632,put object on surface
P16_02_NC_2,P16,P16_02,00:00:08.961,00:00:09.761,215064,234263,clang / clatter
P16_02_NC_3,P16,P16_02,00:00:12.627,00:00:13.027,303048,312648,put object on surface
P16_02_NC_4,P16,P16_02,00:00:27.252,00:00:28.419,654048,682056,clang / clatter
P16_02_NC_5,P16,P16_02,00:00:29.377,00:00:30.086,705048,722064,clang / clatter
P16_02_NC_6,P16,P16_02,00:00:38.336,00:00:39.940,920064,958560,clang / clatter
P16_03_NC_0,P16,P16_03,00:00:02.476,00:00:02.836,59424,68064,clang / clatter
P16_03_NC_1,P16,P16_03,00:00:21.065,00:00:23.440,505560,562560,clang / clatter
P16_03_NC_2,P16,P16_03,00:00:23.919,00:00:27.481,574056,659544,clang / clatter
P16_03_NC_3,P16,P16_03,00:00:48.107,00:00:48.407,1154568,1161768,clang / clatter
P16_03_NC_4,P16,P16_03,00:01:14.336,00:01:15.898,1784064,1821552,clang / clatter
P16_03_NC_5,P16,P16_03,00:01:18.690,00:01:19.086,1888560,1898064,clang / clatter
P16_03_NC_6,P16,P16_03,00:01:21.238,00:01:21.731,1949712,1961543,clang / clatter
P16_03_NC_7,P16,P16_03,00:01:33.044,00:01:35.981,2233056,2303544,clang / clatter
P16_03_NC_8,P16,P16_03,00:01:56.565,00:01:57.105,2797560,2810520,clang / clatter
P16_03_NC_9,P16,P16_03,00:02:19.734,00:02:21.901,3353616,3405624,scrub / scrape / scour / wipe
P16_03_NC_10,P16,P16_03,00:02:54.685,00:02:56.088,4192440,4226112,clang / clatter
P16_03_NC_11,P16,P16_03,00:03:00.671,00:03:01.046,4336104,4345104,clang / clatter
P16_03_NC_12,P16,P16_03,00:01:49.216,00:01:49.796,2621184,2635104,clang / clatter
P16_04_NC_0,P16,P16_04,00:00:10.531,00:00:11.148,252744,267552,clang / clatter
P16_04_NC_1,P16,P16_04,00:00:19.481,00:00:19.821,467544,475704,clang / clatter
P16_04_NC_2,P16,P16_04,00:00:20.502,00:00:20.902,492048,501648,clang / clatter
P16_04_NC_3,P16,P16_04,00:00:24.398,00:00:24.638,585552,591312,put object on surface
P16_04_NC_4,P16,P16_04,00:00:27.627,00:00:27.987,663048,671688,clang / clatter
P16_04_NC_5,P16,P16_04,00:00:35.336,00:00:35.676,848064,856224,put object on surface
P16_04_NC_6,P16,P16_04,00:00:52.856,00:00:53.627,1268544,1287048,clang / clatter
P16_04_NC_7,P16,P16_04,00:00:56.856,00:00:57.877,1364544,1389048,clang / clatter
P16_04_NC_8,P16,P16_04,00:01:02.398,00:01:02.818,1497552,1507632,clang / clatter
P16_04_NC_9,P16,P16_04,00:01:25.627,00:01:26.461,2055048,2075064,clang / clatter
P16_04_NC_10,P16,P16_04,00:01:30.544,00:01:30.904,2173056,2181696,clang / clatter
P16_04_NC_11,P16,P16_04,00:01:39.148,00:01:39.454,2379552,2386896,put object on surface
P16_04_NC_12,P16,P16_04,00:01:44.169,00:01:44.469,2500056,2507256,clang / clatter
P16_04_NC_13,P16,P16_04,00:01:49.919,00:01:50.461,2638056,2651064,clang / clatter
P16_04_NC_14,P16,P16_04,00:01:51.935,00:01:52.235,2686440,2693640,put object on surface
P16_04_NC_15,P16,P16_04,00:02:00.783,00:02:01.163,2898792,2907912,scrub / scrape / scour / wipe
P16_04_NC_16,P16,P16_04,00:02:16.999,00:02:17.259,3287976,3294215,put object on surface
P16_04_NC_17,P16,P16_04,00:02:23.020,00:02:23.380,3432480,3441120,put object on surface
P16_04_NC_18,P16,P16_04,00:02:33.999,00:02:34.239,3695976,3701736,clang / clatter
P16_04_NC_19,P16,P16_04,00:03:06.392,00:03:07.178,4473408,4492272,clang / clatter
P16_04_NC_20,P16,P16_04,00:03:07.928,00:03:08.820,4510272,4531680,clang / clatter
P16_04_NC_21,P16,P16_04,00:03:27.301,00:03:29.463,4975224,5027112,clang / clatter
P16_04_NC_22,P16,P16_04,00:04:57.501,00:04:57.861,7140023,7148664,clang / clatter
P16_04_NC_23,P16,P16_04,00:05:10.439,00:05:10.814,7450536,7459536,clang / clatter
P16_04_NC_24,P16,P16_04,00:05:21.334,00:05:21.793,7712016,7723032,clang / clatter
P16_04_NC_25,P16,P16_04,00:05:26.834,00:05:27.134,7844016,7851216,clang / clatter
P16_04_NC_26,P16,P16_04,00:05:33.603,00:05:33.923,8006472,8014152,clang / clatter
P16_04_NC_27,P16,P16_04,00:05:43.189,00:05:43.469,8236536,8243256,put object on surface
P16_04_NC_28,P16,P16_04,00:05:59.047,00:05:59.427,8617128,8626248,put object on surface
P16_04_NC_29,P16,P16_04,00:06:04.422,00:06:04.782,8746128,8754768,clang / clatter
P16_04_NC_30,P16,P16_04,00:06:08.078,00:06:08.558,8833872,8845392,clang / clatter
P16_04_NC_31,P16,P16_04,00:06:12.484,00:06:12.944,8939616,8950656,clang / clatter
P16_04_NC_32,P16,P16_04,00:06:15.511,00:06:16.324,9012264,9031776,clang / clatter
P16_04_NC_33,P16,P16_04,00:06:17.469,00:06:18.157,9059256,9075768,clang / clatter
P16_04_NC_34,P16,P16_04,00:06:19.740,00:06:20.032,9113760,9120768,clang / clatter
P16_04_NC_35,P16,P16_04,00:06:27.303,00:06:27.740,9295272,9305760,clang / clatter
P16_04_NC_36,P16,P16_04,00:06:41.011,00:06:42.511,9624264,9660264,clang / clatter
P16_04_NC_37,P16,P16_04,00:06:45.344,00:06:45.615,9728256,9734760,water spalsh
P16_04_NC_38,P16,P16_04,00:06:47.469,00:06:47.699,9779256,9784776,clang / clatter
P16_04_NC_39,P16,P16_04,00:06:50.074,00:06:50.344,9841776,9848256,clang / clatter
P16_04_NC_40,P16,P16_04,00:06:51.636,00:06:51.907,9879264,9885768,clang / clatter
P16_04_NC_41,P16,P16_04,00:06:52.574,00:06:53.011,9901776,9912264,clang / clatter
P16_04_NC_42,P16,P16_04,00:06:53.699,00:06:53.969,9928776,9935256,clang / clatter
P16_04_NC_43,P16,P16_04,00:06:54.428,00:06:54.990,9946272,9959760,clang / clatter
P16_04_NC_44,P16,P16_04,00:06:57.115,00:06:57.386,10010760,10017264,water spalsh
P16_04_NC_45,P16,P16_04,00:06:57.434,00:06:57.824,10018416,10027776,clang / clatter
P16_04_NC_46,P16,P16_04,00:07:01.886,00:07:02.303,10125264,10135272,clang / clatter
P16_04_NC_47,P16,P16_04,00:07:06.636,00:07:07.261,10239264,10254264,clang / clatter
P16_04_NC_48,P16,P16_04,00:07:23.032,00:07:23.344,10632768,10640256,clang / clatter
P16_04_NC_49,P16,P16_04,00:07:23.449,00:07:23.719,10642776,10649256,water spalsh
P16_04_NC_50,P16,P16_04,00:07:24.428,00:07:24.699,10666272,10672776,water spalsh
P16_04_NC_51,P16,P16_04,00:07:26.386,00:07:26.678,10713264,10720272,clang / clatter
P16_04_NC_52,P16,P16_04,00:07:27.303,00:07:27.657,10735272,10743768,clang / clatter
P16_04_NC_53,P16,P16_04,00:07:30.303,00:07:30.594,10807272,10814256,clang / clatter
P16_04_NC_54,P16,P16_04,00:07:42.094,00:07:42.532,11090256,11100768,clang / clatter
P16_04_NC_55,P16,P16_04,00:07:48.136,00:07:48.449,11235264,11242776,clang / clatter
P16_04_NC_56,P16,P16_04,00:07:50.115,00:07:50.365,11282760,11288760,clang / clatter
P16_04_NC_57,P16,P16_04,00:08:03.324,00:08:03.615,11599776,11606760,clang / clatter
P16_04_NC_58,P16,P16_04,00:08:03.949,00:08:05.157,11614776,11643768,clang / clatter
P16_04_NC_59,P16,P16_04,00:08:25.907,00:08:26.199,12141768,12148776,clang / clatter
